Datetime,City,Temperature_C,Feels_Like_C,Humidity_%,Wind_kph,Pressure_hPa,UV_Index,Weather_Condition,Weather_Icon,Sunrise,Sunset
2025-07-28 11:00:00,New York,30.4,29.9,67,23.5,1026.6,4,Rainy,🌧️,06:30:00,20:00:00
2025-07-28 12:00:00,New York,24.9,22.7,51,23.6,1005.0,1,Stormy,🌩️,06:30:00,20:00:00
2025-07-28 13:00:00,New York,31.6,30.1,87,15.0,1013.8,10,Rainy,🌧️,06:30:00,20:00:00
2025-07-28 14:00:00,New York,28.8,26.9,47,5.2,1032.4,4,Snowy,❄️,06:30:00,20:00:00
2025-07-28 15:00:00,New York,15.7,14.9,71,18.2,1001.5,9,Snowy,❄️,06:30:00,20:00:00
2025-07-28 16:00:00,New York,33.5,31.3,84,6.6,993.2,6,Sunny,☀️,06:30:00,20:00:00
2025-07-28 17:00:00,New York,34.4,33.7,80,14.5,984.4,7,Hazy,🌫️,06:30:00,20:00:00
2025-07-28 18:00:00,New York,23.6,21.4,52,16.7,999.5,9,Rainy,🌧️,06:30:00,20:00:00
2025-07-28 19:00:00,New York,31.6,31.0,53,17.4,984.6,2,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 20:00:00,New York,23.7,23.6,89,12.7,1017.1,3,Stormy,🌩️,06:30:00,20:00:00
2025-07-28 21:00:00,New York,21.4,19.5,44,9.5,992.5,7,Rainy,🌧️,06:30:00,20:00:00
2025-07-28 22:00:00,New York,33.1,32.2,82,15.2,994.3,10,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 23:00:00,New York,16.8,15.0,88,5.7,1024.7,3,Rainy,🌧️,06:30:00,20:00:00
2025-07-29 00:00:00,New York,27.8,27.6,76,20.7,980.7,6,Hazy,🌫️,06:30:00,20:00:00
2025-07-29 01:00:00,New York,28.1,27.1,44,8.5,982.1,8,Stormy,🌩️,06:30:00,20:00:00
2025-07-29 02:00:00,New York,29.7,28.6,90,11.6,980.4,9,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 03:00:00,New York,21.7,19.3,87,13.1,1028.7,10,Snowy,❄️,06:30:00,20:00:00
2025-07-29 04:00:00,New York,29.9,27.5,66,23.0,1005.1,9,Sunny,☀️,06:30:00,20:00:00
2025-07-29 05:00:00,New York,20.5,18.5,70,6.8,1017.5,6,Rainy,🌧️,06:30:00,20:00:00
2025-07-29 06:00:00,New York,20.9,19.9,72,8.6,980.3,5,Sunny,☀️,06:30:00,20:00:00
2025-07-29 07:00:00,New York,27.9,26.3,45,18.3,1024.7,8,Stormy,🌩️,06:30:00,20:00:00
2025-07-29 08:00:00,New York,32.0,30.4,54,15.7,1000.2,9,Rainy,🌧️,06:30:00,20:00:00
2025-07-29 09:00:00,New York,27.6,25.3,69,24.9,1010.6,3,Stormy,🌩️,06:30:00,20:00:00
2025-07-29 10:00:00,New York,16.2,15.3,82,22.8,1030.7,9,Snowy,❄️,06:30:00,20:00:00
2025-07-29 11:00:00,New York,27.8,25.7,61,18.4,1000.6,9,Stormy,🌩️,06:30:00,20:00:00
2025-07-29 12:00:00,New York,29.3,28.8,58,23.0,996.9,7,Snowy,❄️,06:30:00,20:00:00
2025-07-29 13:00:00,New York,33.8,31.9,71,17.7,987.8,9,Sunny,☀️,06:30:00,20:00:00
2025-07-29 14:00:00,New York,18.2,16.0,75,2.2,984.8,3,Stormy,🌩️,06:30:00,20:00:00
2025-07-29 15:00:00,New York,24.2,24.1,77,22.4,1008.8,4,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 16:00:00,New York,22.6,20.3,68,16.3,1027.5,8,Sunny,☀️,06:30:00,20:00:00
2025-07-29 17:00:00,New York,18.2,16.8,72,2.4,1031.1,7,Sunny,☀️,06:30:00,20:00:00
2025-07-29 18:00:00,New York,17.1,14.7,59,19.4,1016.2,10,Rainy,🌧️,06:30:00,20:00:00
2025-07-29 19:00:00,New York,25.6,24.2,55,8.7,1032.1,5,Hazy,🌫️,06:30:00,20:00:00
2025-07-29 20:00:00,New York,32.0,30.9,87,23.1,994.0,2,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 21:00:00,New York,25.1,23.1,71,17.6,989.5,3,Stormy,🌩️,06:30:00,20:00:00
2025-07-29 22:00:00,New York,26.4,25.2,51,12.2,995.6,8,Sunny,☀️,06:30:00,20:00:00
2025-07-29 23:00:00,New York,17.0,15.7,60,12.8,1003.3,9,Snowy,❄️,06:30:00,20:00:00
2025-07-23 00:00:00,London,33.9,33.1,44,8.4,991.0,5,Cloudy,☁️,06:30:00,20:00:00
2025-07-23 01:00:00,London,17.1,14.8,58,16.4,984.2,6,Sunny,☀️,06:30:00,20:00:00
2025-07-23 02:00:00,London,26.2,25.9,67,13.7,1030.7,4,Snowy,❄️,06:30:00,20:00:00
2025-07-23 03:00:00,London,34.8,33.1,67,20.3,994.7,6,Rainy,🌧️,06:30:00,20:00:00
2025-07-23 04:00:00,London,33.7,32.5,83,16.6,1005.9,6,Stormy,🌩️,06:30:00,20:00:00
2025-07-23 05:00:00,London,23.4,23.4,73,14.5,992.6,1,Stormy,🌩️,06:30:00,20:00:00
2025-07-23 06:00:00,London,33.9,31.8,85,20.9,1021.3,3,Stormy,🌩️,06:30:00,20:00:00
2025-07-23 07:00:00,London,20.9,20.6,45,9.3,983.6,8,Snowy,❄️,06:30:00,20:00:00
2025-07-23 08:00:00,London,25.4,24.8,50,3.1,992.8,10,Sunny,☀️,06:30:00,20:00:00
2025-07-23 09:00:00,London,16.8,15.5,73,10.9,1017.9,2,Snowy,❄️,06:30:00,20:00:00
2025-07-23 10:00:00,London,32.7,32.6,76,19.3,1017.2,9,Rainy,🌧️,06:30:00,20:00:00
2025-07-23 11:00:00,London,33.3,32.5,57,8.0,1021.8,4,Snowy,❄️,06:30:00,20:00:00
2025-07-23 12:00:00,London,30.8,30.5,69,12.9,993.3,2,Hazy,🌫️,06:30:00,20:00:00
2025-07-23 13:00:00,London,18.5,17.2,60,22.7,1016.3,10,Rainy,🌧️,06:30:00,20:00:00
2025-07-23 14:00:00,London,23.1,22.6,71,15.6,996.9,8,Stormy,🌩️,06:30:00,20:00:00
2025-07-23 15:00:00,London,28.0,26.5,60,19.3,1001.6,10,Stormy,🌩️,06:30:00,20:00:00
2025-07-23 16:00:00,London,29.9,28.9,79,5.5,1011.6,5,Hazy,🌫️,06:30:00,20:00:00
2025-07-23 17:00:00,London,20.3,19.8,62,16.9,1014.4,3,Snowy,❄️,06:30:00,20:00:00
2025-07-23 18:00:00,London,27.7,25.2,61,17.2,1007.5,7,Stormy,🌩️,06:30:00,20:00:00
2025-07-23 19:00:00,London,18.1,15.9,75,18.1,982.5,7,Rainy,🌧️,06:30:00,20:00:00
2025-07-23 20:00:00,London,16.6,14.9,76,20.4,1000.4,2,Cloudy,☁️,06:30:00,20:00:00
2025-07-23 21:00:00,London,21.0,20.7,80,16.9,1007.5,3,Snowy,❄️,06:30:00,20:00:00
2025-07-23 22:00:00,London,28.8,26.6,90,3.5,1028.3,7,Hazy,🌫️,06:30:00,20:00:00
2025-07-23 23:00:00,London,28.6,26.5,57,10.1,985.8,9,Hazy,🌫️,06:30:00,20:00:00
2025-07-24 00:00:00,London,21.8,20.1,64,9.2,1027.5,4,Stormy,🌩️,06:30:00,20:00:00
2025-07-24 01:00:00,London,31.9,30.4,44,18.2,1023.1,1,Stormy,🌩️,06:30:00,20:00:00
2025-07-24 02:00:00,London,25.4,24.0,69,23.8,1022.9,7,Cloudy,☁️,06:30:00,20:00:00
2025-07-24 03:00:00,London,27.4,26.5,63,23.8,1012.4,4,Cloudy,☁️,06:30:00,20:00:00
2025-07-24 04:00:00,London,32.9,31.2,83,15.8,999.2,4,Snowy,❄️,06:30:00,20:00:00
2025-07-24 05:00:00,London,33.8,31.7,84,21.2,982.2,5,Rainy,🌧️,06:30:00,20:00:00
2025-07-24 06:00:00,London,30.5,28.5,73,16.2,1023.2,2,Snowy,❄️,06:30:00,20:00:00
2025-07-24 07:00:00,London,18.8,18.1,54,8.3,1004.5,2,Rainy,🌧️,06:30:00,20:00:00
2025-07-24 08:00:00,London,16.3,16.2,63,24.4,988.3,4,Stormy,🌩️,06:30:00,20:00:00
2025-07-24 09:00:00,London,28.2,26.7,80,3.7,1013.2,9,Snowy,❄️,06:30:00,20:00:00
2025-07-24 10:00:00,London,20.4,18.7,67,2.2,996.8,1,Hazy,🌫️,06:30:00,20:00:00
2025-07-24 11:00:00,London,30.2,29.6,89,6.0,1012.5,3,Cloudy,☁️,06:30:00,20:00:00
2025-07-24 12:00:00,London,32.2,30.1,60,22.9,992.9,1,Rainy,🌧️,06:30:00,20:00:00
2025-07-24 13:00:00,London,16.8,15.3,42,10.2,1021.1,6,Snowy,❄️,06:30:00,20:00:00
2025-07-24 14:00:00,London,32.0,29.9,63,10.4,1023.8,7,Sunny,☀️,06:30:00,20:00:00
2025-07-24 15:00:00,London,32.2,30.5,48,16.4,1017.9,4,Sunny,☀️,06:30:00,20:00:00
2025-07-24 16:00:00,London,23.7,23.1,44,11.9,1027.0,9,Cloudy,☁️,06:30:00,20:00:00
2025-07-24 17:00:00,London,32.5,30.1,83,24.4,1001.1,1,Rainy,🌧️,06:30:00,20:00:00
2025-07-24 18:00:00,London,23.4,22.2,64,13.1,987.6,6,Cloudy,☁️,06:30:00,20:00:00
2025-07-24 19:00:00,London,23.3,22.2,75,2.3,994.9,10,Stormy,🌩️,06:30:00,20:00:00
2025-07-24 20:00:00,London,32.3,32.3,50,22.1,1016.2,2,Snowy,❄️,06:30:00,20:00:00
2025-07-24 21:00:00,London,26.0,25.1,50,23.9,1001.8,1,Sunny,☀️,06:30:00,20:00:00
2025-07-24 22:00:00,London,29.3,27.5,44,10.9,983.9,9,Sunny,☀️,06:30:00,20:00:00
2025-07-24 23:00:00,London,25.3,22.9,56,9.0,986.7,5,Sunny,☀️,06:30:00,20:00:00
2025-07-25 00:00:00,London,28.1,27.9,43,24.8,993.0,6,Snowy,❄️,06:30:00,20:00:00
2025-07-25 01:00:00,London,29.9,29.4,50,13.9,986.7,6,Stormy,🌩️,06:30:00,20:00:00
2025-07-25 02:00:00,London,24.1,23.5,83,14.5,1024.0,3,Cloudy,☁️,06:30:00,20:00:00
2025-07-25 03:00:00,London,15.3,15.0,58,4.0,987.0,8,Hazy,🌫️,06:30:00,20:00:00
2025-07-25 04:00:00,London,23.1,22.8,74,7.7,1009.5,2,Snowy,❄️,06:30:00,20:00:00
2025-07-25 05:00:00,London,27.7,25.7,87,24.2,1004.5,1,Sunny,☀️,06:30:00,20:00:00
2025-07-25 06:00:00,London,26.0,25.8,70,23.8,1014.0,10,Sunny,☀️,06:30:00,20:00:00
2025-07-25 07:00:00,London,27.9,27.3,75,5.8,999.7,8,Stormy,🌩️,06:30:00,20:00:00
2025-07-25 08:00:00,London,21.1,20.3,40,23.2,1022.6,6,Rainy,🌧️,06:30:00,20:00:00
2025-07-25 09:00:00,London,23.7,23.0,48,19.1,1018.4,4,Snowy,❄️,06:30:00,20:00:00
2025-07-25 10:00:00,London,17.5,17.1,50,23.4,1010.3,9,Hazy,🌫️,06:30:00,20:00:00
2025-07-25 11:00:00,London,30.3,29.7,49,3.6,992.3,9,Sunny,☀️,06:30:00,20:00:00
2025-07-25 12:00:00,London,25.7,25.3,87,18.1,981.6,1,Cloudy,☁️,06:30:00,20:00:00
2025-07-25 13:00:00,London,20.9,18.5,85,20.6,1034.5,10,Sunny,☀️,06:30:00,20:00:00
2025-07-25 14:00:00,London,32.5,31.9,42,14.3,997.6,6,Rainy,🌧️,06:30:00,20:00:00
2025-07-25 15:00:00,London,19.5,17.6,77,8.6,1018.3,1,Cloudy,☁️,06:30:00,20:00:00
2025-07-25 16:00:00,London,17.1,15.3,43,9.2,1025.8,5,Cloudy,☁️,06:30:00,20:00:00
2025-07-25 17:00:00,London,18.9,16.9,76,3.5,1024.8,1,Sunny,☀️,06:30:00,20:00:00
2025-07-25 18:00:00,London,32.5,30.6,82,9.0,981.6,8,Snowy,❄️,06:30:00,20:00:00
2025-07-25 19:00:00,London,26.0,25.6,51,12.6,987.3,2,Stormy,🌩️,06:30:00,20:00:00
2025-07-25 20:00:00,London,23.7,23.2,78,14.8,994.9,3,Hazy,🌫️,06:30:00,20:00:00
2025-07-25 21:00:00,London,22.7,21.4,83,15.4,1028.1,4,Snowy,❄️,06:30:00,20:00:00
2025-07-25 22:00:00,London,18.8,17.6,55,10.1,981.4,1,Snowy,❄️,06:30:00,20:00:00
2025-07-25 23:00:00,London,30.1,29.6,44,15.3,1025.4,9,Sunny,☀️,06:30:00,20:00:00
2025-07-26 00:00:00,London,20.0,19.7,86,22.3,993.1,9,Sunny,☀️,06:30:00,20:00:00
2025-07-26 01:00:00,London,25.8,23.9,63,4.1,1026.9,5,Rainy,🌧️,06:30:00,20:00:00
2025-07-26 02:00:00,London,25.3,24.7,84,22.2,1006.3,3,Rainy,🌧️,06:30:00,20:00:00
2025-07-26 03:00:00,London,28.9,27.7,70,10.9,1032.3,6,Cloudy,☁️,06:30:00,20:00:00
2025-07-26 04:00:00,London,16.5,15.8,86,23.2,1030.3,9,Hazy,🌫️,06:30:00,20:00:00
2025-07-26 05:00:00,London,17.6,17.4,69,16.1,981.4,10,Snowy,❄️,06:30:00,20:00:00
2025-07-26 06:00:00,London,32.2,31.6,86,18.1,1011.6,4,Stormy,🌩️,06:30:00,20:00:00
2025-07-26 07:00:00,London,17.9,17.8,47,24.5,1007.5,6,Sunny,☀️,06:30:00,20:00:00
2025-07-26 08:00:00,London,24.1,23.4,63,15.3,1034.5,9,Stormy,🌩️,06:30:00,20:00:00
2025-07-26 09:00:00,London,26.9,26.7,45,6.1,1000.1,4,Sunny,☀️,06:30:00,20:00:00
2025-07-26 10:00:00,London,33.1,31.6,43,21.6,1024.5,2,Hazy,🌫️,06:30:00,20:00:00
2025-07-26 11:00:00,London,19.2,18.7,87,15.4,997.9,9,Stormy,🌩️,06:30:00,20:00:00
2025-07-26 12:00:00,London,30.0,29.0,62,17.4,1018.4,8,Stormy,🌩️,06:30:00,20:00:00
2025-07-26 13:00:00,London,34.1,32.1,48,20.7,1022.5,1,Rainy,🌧️,06:30:00,20:00:00
2025-07-26 14:00:00,London,18.0,17.8,81,6.4,998.4,1,Stormy,🌩️,06:30:00,20:00:00
2025-07-26 15:00:00,London,29.5,27.8,60,6.3,1014.3,6,Hazy,🌫️,06:30:00,20:00:00
2025-07-26 16:00:00,London,17.1,17.0,76,19.5,1007.4,10,Snowy,❄️,06:30:00,20:00:00
2025-07-26 17:00:00,London,25.3,25.2,40,24.4,990.5,3,Hazy,🌫️,06:30:00,20:00:00
2025-07-26 18:00:00,London,29.6,27.8,40,3.5,1005.9,7,Cloudy,☁️,06:30:00,20:00:00
2025-07-26 19:00:00,London,31.3,31.3,65,10.6,1002.6,7,Sunny,☀️,06:30:00,20:00:00
2025-07-26 20:00:00,London,27.1,25.0,67,23.1,1027.4,4,Sunny,☀️,06:30:00,20:00:00
2025-07-26 21:00:00,London,21.9,21.2,50,23.5,1005.6,3,Hazy,🌫️,06:30:00,20:00:00
2025-07-26 22:00:00,London,24.1,23.4,49,17.1,1008.6,10,Rainy,🌧️,06:30:00,20:00:00
2025-07-26 23:00:00,London,22.2,20.0,44,14.8,995.2,10,Sunny,☀️,06:30:00,20:00:00
2025-07-27 00:00:00,London,34.4,33.4,46,10.1,1023.6,6,Stormy,🌩️,06:30:00,20:00:00
2025-07-27 01:00:00,London,25.2,24.7,50,14.5,1009.7,3,Hazy,🌫️,06:30:00,20:00:00
2025-07-27 02:00:00,London,29.2,28.9,67,20.8,1015.0,5,Stormy,🌩️,06:30:00,20:00:00
2025-07-27 03:00:00,London,25.8,25.1,75,21.8,1010.2,4,Snowy,❄️,06:30:00,20:00:00
2025-07-27 04:00:00,London,19.0,18.6,64,6.4,995.7,2,Rainy,🌧️,06:30:00,20:00:00
2025-07-27 05:00:00,London,33.1,32.6,73,13.3,996.0,1,Snowy,❄️,06:30:00,20:00:00
2025-07-27 06:00:00,London,35.0,32.5,59,13.1,994.1,6,Hazy,🌫️,06:30:00,20:00:00
2025-07-27 07:00:00,London,18.3,16.6,90,2.4,1031.7,4,Stormy,🌩️,06:30:00,20:00:00
2025-07-27 08:00:00,London,29.8,29.6,85,8.6,1025.0,7,Rainy,🌧️,06:30:00,20:00:00
2025-07-27 09:00:00,London,19.1,17.1,42,12.7,1023.3,2,Snowy,❄️,06:30:00,20:00:00
2025-07-27 10:00:00,London,24.5,22.6,79,20.0,987.6,4,Cloudy,☁️,06:30:00,20:00:00
2025-07-27 11:00:00,London,31.7,30.0,76,18.6,1007.1,10,Rainy,🌧️,06:30:00,20:00:00
2025-07-27 12:00:00,London,16.3,15.5,50,6.7,994.5,3,Cloudy,☁️,06:30:00,20:00:00
2025-07-27 13:00:00,London,34.8,33.5,79,3.4,1004.7,1,Snowy,❄️,06:30:00,20:00:00
2025-07-27 14:00:00,London,21.5,21.4,66,4.3,1010.5,2,Rainy,🌧️,06:30:00,20:00:00
2025-07-27 15:00:00,London,31.5,30.4,58,13.2,992.7,10,Sunny,☀️,06:30:00,20:00:00
2025-07-27 16:00:00,London,28.1,26.6,53,12.2,991.2,10,Snowy,❄️,06:30:00,20:00:00
2025-07-27 17:00:00,London,24.2,22.2,50,5.9,1016.0,3,Stormy,🌩️,06:30:00,20:00:00
2025-07-27 18:00:00,London,26.2,24.3,68,15.2,986.1,8,Sunny,☀️,06:30:00,20:00:00
2025-07-27 19:00:00,London,24.4,21.9,88,16.1,985.1,10,Snowy,❄️,06:30:00,20:00:00
2025-07-27 20:00:00,London,30.0,27.6,69,23.3,980.4,3,Sunny,☀️,06:30:00,20:00:00
2025-07-27 21:00:00,London,28.3,28.1,61,24.6,984.8,9,Hazy,🌫️,06:30:00,20:00:00
2025-07-27 22:00:00,London,30.3,28.7,86,2.0,1001.9,9,Stormy,🌩️,06:30:00,20:00:00
2025-07-27 23:00:00,London,24.7,23.7,53,16.6,996.0,1,Sunny,☀️,06:30:00,20:00:00
2025-07-28 00:00:00,London,19.8,17.4,59,16.6,1032.0,4,Stormy,🌩️,06:30:00,20:00:00
2025-07-28 01:00:00,London,19.8,18.5,69,17.9,987.1,2,Sunny,☀️,06:30:00,20:00:00
2025-07-28 02:00:00,London,26.4,24.7,60,11.0,1019.1,3,Stormy,🌩️,06:30:00,20:00:00
2025-07-28 03:00:00,London,27.3,27.2,43,14.8,1006.8,4,Hazy,🌫️,06:30:00,20:00:00
2025-07-28 04:00:00,London,25.0,23.9,71,21.4,1026.2,6,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 05:00:00,London,22.3,21.6,76,16.3,988.4,1,Stormy,🌩️,06:30:00,20:00:00
2025-07-28 06:00:00,London,16.2,15.3,55,6.1,1017.9,2,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 07:00:00,London,26.7,26.0,88,6.4,1016.9,10,Stormy,🌩️,06:30:00,20:00:00
2025-07-28 08:00:00,London,22.5,21.0,46,2.2,1020.6,7,Hazy,🌫️,06:30:00,20:00:00
2025-07-28 09:00:00,London,15.6,13.9,48,6.1,984.9,6,Hazy,🌫️,06:30:00,20:00:00
2025-07-28 10:00:00,London,25.7,23.5,71,19.2,1031.1,3,Sunny,☀️,06:30:00,20:00:00
2025-07-28 11:00:00,London,21.8,21.1,41,7.5,1025.0,8,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 12:00:00,London,32.5,31.2,58,6.9,1030.3,3,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 13:00:00,London,16.4,14.6,76,2.4,1018.0,9,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 14:00:00,London,19.7,18.1,69,10.3,1027.1,5,Hazy,🌫️,06:30:00,20:00:00
2025-07-28 15:00:00,London,25.0,24.5,58,2.9,982.2,5,Hazy,🌫️,06:30:00,20:00:00
2025-07-28 16:00:00,London,33.2,31.8,81,19.7,1007.7,8,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 17:00:00,London,23.8,22.2,51,18.6,1018.9,4,Rainy,🌧️,06:30:00,20:00:00
2025-07-28 18:00:00,London,31.4,30.4,50,20.8,1033.3,7,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 19:00:00,London,16.9,16.1,66,6.5,1000.5,2,Snowy,❄️,06:30:00,20:00:00
2025-07-28 20:00:00,London,23.9,21.6,80,17.0,1005.8,8,Rainy,🌧️,06:30:00,20:00:00
2025-07-28 21:00:00,London,27.8,26.5,70,15.0,982.1,6,Sunny,☀️,06:30:00,20:00:00
2025-07-28 22:00:00,London,27.9,27.2,83,8.2,1017.6,4,Stormy,🌩️,06:30:00,20:00:00
2025-07-28 23:00:00,London,32.5,30.0,63,21.3,1014.8,3,Sunny,☀️,06:30:00,20:00:00
2025-07-29 00:00:00,London,33.8,32.0,65,12.4,987.6,5,Sunny,☀️,06:30:00,20:00:00
2025-07-29 01:00:00,London,20.0,19.5,49,11.9,1011.5,4,Sunny,☀️,06:30:00,20:00:00
2025-07-29 02:00:00,London,33.5,32.2,89,21.4,989.5,4,Hazy,🌫️,06:30:00,20:00:00
2025-07-29 03:00:00,London,27.7,27.3,53,4.8,1006.1,4,Snowy,❄️,06:30:00,20:00:00
2025-07-29 04:00:00,London,33.2,33.1,46,18.7,1008.2,8,Sunny,☀️,06:30:00,20:00:00
2025-07-29 05:00:00,London,22.5,21.8,40,19.9,1023.3,10,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 06:00:00,London,22.6,22.2,42,5.8,984.2,10,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 07:00:00,London,15.4,14.7,64,11.1,1003.8,2,Sunny,☀️,06:30:00,20:00:00
2025-07-29 08:00:00,London,28.3,27.0,88,16.6,980.7,4,Stormy,🌩️,06:30:00,20:00:00
2025-07-29 09:00:00,London,21.3,20.1,53,21.4,1009.6,7,Sunny,☀️,06:30:00,20:00:00
2025-07-29 10:00:00,London,34.5,32.2,48,21.9,982.2,2,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 11:00:00,London,25.6,24.2,89,21.9,1005.7,5,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 12:00:00,London,16.3,15.5,61,15.8,981.9,8,Sunny,☀️,06:30:00,20:00:00
2025-07-29 13:00:00,London,22.4,21.2,76,5.7,981.7,3,Hazy,🌫️,06:30:00,20:00:00
2025-07-29 14:00:00,London,30.8,29.2,82,18.8,1032.6,2,Hazy,🌫️,06:30:00,20:00:00
2025-07-29 15:00:00,London,27.0,26.4,67,14.1,984.3,10,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 16:00:00,London,19.9,17.8,50,10.8,997.5,7,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 17:00:00,London,27.9,27.5,51,11.5,1011.2,5,Stormy,🌩️,06:30:00,20:00:00
2025-07-29 18:00:00,London,34.4,33.3,74,23.7,982.3,6,Stormy,🌩️,06:30:00,20:00:00
2025-07-29 19:00:00,London,19.9,19.6,55,5.7,1014.3,7,Snowy,❄️,06:30:00,20:00:00
2025-07-29 20:00:00,London,29.9,28.7,72,11.0,994.1,1,Rainy,🌧️,06:30:00,20:00:00
2025-07-29 21:00:00,London,34.0,32.2,73,22.7,990.7,1,Hazy,🌫️,06:30:00,20:00:00
2025-07-29 22:00:00,London,28.8,27.2,76,15.2,995.1,8,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 23:00:00,London,24.1,23.6,73,10.0,1033.9,1,Sunny,☀️,06:30:00,20:00:00
2025-07-23 00:00:00,Tokyo,28.5,26.7,44,19.2,1033.0,8,Stormy,🌩️,06:30:00,20:00:00
2025-07-23 01:00:00,Tokyo,34.6,34.5,46,12.5,1021.0,5,Snowy,❄️,06:30:00,20:00:00
2025-07-23 02:00:00,Tokyo,22.5,21.1,78,14.1,1025.5,4,Stormy,🌩️,06:30:00,20:00:00
2025-07-23 03:00:00,Tokyo,22.4,20.9,45,18.3,996.6,5,Stormy,🌩️,06:30:00,20:00:00
2025-07-23 04:00:00,Tokyo,29.4,29.2,56,24.3,1014.5,1,Rainy,🌧️,06:30:00,20:00:00
2025-07-23 05:00:00,Tokyo,34.2,34.1,80,11.0,985.4,5,Hazy,🌫️,06:30:00,20:00:00
2025-07-23 06:00:00,Tokyo,30.3,29.6,77,14.3,1014.4,9,Rainy,🌧️,06:30:00,20:00:00
2025-07-23 07:00:00,Tokyo,24.5,24.2,61,24.8,1000.6,7,Rainy,🌧️,06:30:00,20:00:00
2025-07-23 08:00:00,Tokyo,18.7,17.6,89,20.9,984.7,4,Sunny,☀️,06:30:00,20:00:00
2025-07-23 09:00:00,Tokyo,25.3,24.3,60,4.2,992.6,6,Hazy,🌫️,06:30:00,20:00:00
2025-07-23 10:00:00,Tokyo,28.0,27.7,67,20.8,995.4,3,Snowy,❄️,06:30:00,20:00:00
2025-07-23 11:00:00,Tokyo,20.1,18.6,87,15.0,1025.9,10,Hazy,🌫️,06:30:00,20:00:00
2025-07-23 12:00:00,Tokyo,15.1,12.7,43,24.4,984.0,2,Cloudy,☁️,06:30:00,20:00:00
2025-07-23 13:00:00,Tokyo,20.2,17.9,75,4.4,1030.8,1,Cloudy,☁️,06:30:00,20:00:00
2025-07-23 14:00:00,Tokyo,33.3,31.3,58,23.9,982.3,3,Hazy,🌫️,06:30:00,20:00:00
2025-07-23 15:00:00,Tokyo,33.1,32.3,65,10.8,996.9,4,Snowy,❄️,06:30:00,20:00:00
2025-07-23 16:00:00,Tokyo,32.1,30.1,49,17.2,995.5,6,Rainy,🌧️,06:30:00,20:00:00
2025-07-23 17:00:00,Tokyo,30.0,27.8,69,14.4,995.4,6,Sunny,☀️,06:30:00,20:00:00
2025-07-23 18:00:00,Tokyo,31.7,30.6,59,9.0,1028.5,7,Hazy,🌫️,06:30:00,20:00:00
2025-07-23 19:00:00,Tokyo,19.1,17.5,65,23.1,1000.9,2,Snowy,❄️,06:30:00,20:00:00
2025-07-23 20:00:00,Tokyo,26.3,25.1,80,7.9,1030.1,2,Stormy,🌩️,06:30:00,20:00:00
2025-07-23 21:00:00,Tokyo,29.8,29.8,69,5.1,990.3,10,Cloudy,☁️,06:30:00,20:00:00
2025-07-23 22:00:00,Tokyo,32.0,30.1,67,23.6,1009.7,2,Cloudy,☁️,06:30:00,20:00:00
2025-07-23 23:00:00,Tokyo,17.4,15.8,57,11.3,1001.6,7,Cloudy,☁️,06:30:00,20:00:00
2025-07-24 00:00:00,Tokyo,27.7,27.7,52,9.2,1024.8,10,Hazy,🌫️,06:30:00,20:00:00
2025-07-24 01:00:00,Tokyo,16.8,15.2,61,13.3,1017.2,2,Rainy,🌧️,06:30:00,20:00:00
2025-07-24 02:00:00,Tokyo,24.2,22.0,73,6.3,1034.2,3,Stormy,🌩️,06:30:00,20:00:00
2025-07-24 03:00:00,Tokyo,15.3,14.4,79,3.9,986.4,5,Sunny,☀️,06:30:00,20:00:00
2025-07-24 04:00:00,Tokyo,20.2,19.7,54,16.1,987.7,3,Rainy,🌧️,06:30:00,20:00:00
2025-07-24 05:00:00,Tokyo,28.3,28.0,71,5.7,1002.8,2,Rainy,🌧️,06:30:00,20:00:00
2025-07-24 06:00:00,Tokyo,25.9,24.1,52,21.2,1015.7,2,Rainy,🌧️,06:30:00,20:00:00
2025-07-24 07:00:00,Tokyo,19.6,19.5,58,6.1,1016.9,5,Snowy,❄️,06:30:00,20:00:00
2025-07-24 08:00:00,Tokyo,33.0,30.5,87,7.7,994.7,3,Snowy,❄️,06:30:00,20:00:00
2025-07-24 09:00:00,Tokyo,19.2,18.6,57,15.0,1011.1,10,Cloudy,☁️,06:30:00,20:00:00
2025-07-24 10:00:00,Tokyo,20.4,19.2,59,15.9,1023.8,4,Rainy,🌧️,06:30:00,20:00:00
